Bradi1g05510	GO:0003735, GO:0005840, GO:0006412
Bradi1g05520	
Bradi1g05530	
Bradi1g05540	
Bradi1g05550	GO:0003700, GO:0005634, GO:0006355, GO:0043565
Bradi1g05560	
Bradi1g05570	
Bradi1g05580	
Bradi1g05590	GO:0005515
Bradi1g05595	
Bradi1g05600	GO:0005515
Bradi1g05610	GO:0005515
Bradi1g05620	
Bradi1g05630	GO:0006810, GO:0016021,  GO:0006810, GO:0016021, GO:0055085
Bradi1g05640	
Bradi1g05650	
Bradi1g05660	GO:0003676, GO:0004527, GO:0008270
Bradi1g05670	GO:0003676, GO:0003723, GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi1g05680	GO:0006520, GO:0016491, GO:0055114
Bradi1g05690	GO:0008080
Bradi1g05700	GO:0008080
Bradi1g05703	
Bradi1g05707	GO:0008137, GO:0042773, GO:0055114
Bradi1g05711	
Bradi1g05715	GO:0003735, GO:0006412, GO:0015935
Bradi1g05719	
Bradi1g05728	GO:0003677, GO:0003899, GO:0006351
Bradi1g05735	GO:0009523, GO:0015979, GO:0016020, GO:0042301, GO:0050821
Bradi1g05739	GO:0009523, GO:0009539, GO:0015979, GO:0016020
Bradi1g05740	GO:0009521, GO:0009523, GO:0009767, GO:0009772, GO:0015979, GO:0016020, GO:0016168, GO:0019684, GO:0045156
Bradi1g05742	GO:0009523, GO:0009539, GO:0015979, GO:0016020
Bradi1g05743	GO:0004252, GO:0006508
Bradi1g05746	GO:0003735, GO:0005622, GO:0005840, GO:0006412, GO:0019843
Bradi1g05747	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi1g05749	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi1g05750	GO:0004252, GO:0006508
Bradi1g05751	GO:0009523, GO:0009539, GO:0015979, GO:0016020
Bradi1g05752	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi1g05753	GO:0003735, GO:0005622, GO:0005840, GO:0006412, GO:0019843
Bradi1g05755	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi1g05756	GO:0009055, GO:0009522, GO:0009773, GO:0015979, GO:0042651, GO:0051539
Bradi1g05757	GO:0005506, GO:0009055, GO:0016020, GO:0016021, GO:0016491, GO:0020037, GO:0022900, GO:0022904, GO:0045158
Bradi1g05758	GO:0009055, GO:0009767, GO:0016020, GO:0016491, GO:0042651, GO:0045156
Bradi1g05760	GO:0016651, GO:0042773, GO:0055114
Bradi1g05761	GO:0003677, GO:0003899, GO:0006351, GO:0046983
Bradi1g05762	GO:0008137, GO:0055114
Bradi1g05763	GO:0003735, GO:0005840, GO:0006412
Bradi1g05764	GO:0008137, GO:0016020, GO:0016651, GO:0051539, GO:0055114
Bradi1g05765	
Bradi1g05766	GO:0009055, GO:0009767, GO:0016020, GO:0016491, GO:0042651, GO:0045156
Bradi1g05767	GO:0003723, GO:0003743, GO:0006413
Bradi1g05768	GO:0005506, GO:0009055, GO:0016020, GO:0016021, GO:0016491, GO:0020037, GO:0022900, GO:0022904, GO:0045158
Bradi1g05769	GO:0003735, GO:0005840, GO:0006412
Bradi1g05772	GO:0003735, GO:0005840, GO:0006412, GO:0015934
Bradi1g05774	GO:0003735, GO:0005840, GO:0006412, GO:0019843
Bradi1g05775	GO:0009055, GO:0009512
Bradi1g05776	GO:0003723, GO:0003735, GO:0005840, GO:0006412, GO:0015935
Bradi1g05778	GO:0003735, GO:0005840, GO:0006412, GO:0015934
Bradi1g05781	GO:0005506, GO:0009055, GO:0015979, GO:0020037, GO:0031361
Bradi1g05782	GO:0003735, GO:0005840, GO:0006412, GO:0015935
Bradi1g05783	GO:0016021
Bradi1g05784	
Bradi1g05788	GO:0003735, GO:0005622, GO:0005840, GO:0006412, GO:0015935
Bradi1g05789	
Bradi1g05790	GO:0015078, GO:0015986
Bradi1g05791	
Bradi1g05792	GO:0003735, GO:0005840, GO:0006412, GO:0015935
Bradi1g05794	GO:0003735, GO:0005840, GO:0006412, GO:0015934
Bradi1g05795	
Bradi1g05796	GO:0003723, GO:0003735, GO:0005840, GO:0006412, GO:0015935
Bradi1g05797	
Bradi1g05801	GO:0003735, GO:0006412, GO:0015935
Bradi1g05804	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi1g05807	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi1g05808	GO:0003723, GO:0003735, GO:0005622, GO:0005840, GO:0006412, GO:0015934, GO:0016740
Bradi1g05809	GO:0009521, GO:0009767, GO:0016020, GO:0016168, GO:0019684
Bradi1g05810	GO:0005515
Bradi1g05811	
Bradi1g05812	GO:0009521, GO:0009767, GO:0016020, GO:0016168, GO:0019684
Bradi1g05813	GO:0008080
Bradi1g05814	
Bradi1g05815	GO:0009522, GO:0015979
Bradi1g05816	GO:0009523, GO:0009767, GO:0015979, GO:0016021, GO:0019684, GO:0020037, GO:0046872
Bradi1g05817	GO:0008080
Bradi1g05818	
Bradi1g05819	
Bradi1g05821	GO:0003723, GO:0003735, GO:0005622, GO:0005840, GO:0006412, GO:0015934, GO:0016740
Bradi1g05822	
Bradi1g05823	
Bradi1g05824	
Bradi1g05825	
Bradi1g05826	GO:0000166, GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi1g05827	GO:0006869, GO:0008289
Bradi1g05828	
Bradi1g05829	
Bradi1g05831	
Bradi1g05837	
Bradi1g05850	
Bradi1g05860	GO:0003824, GO:0010181, GO:0016491, GO:0055114
Bradi1g05870	GO:0003824, GO:0010181, GO:0016491, GO:0055114
Bradi1g05880	GO:0003824, GO:0010181, GO:0016491, GO:0055114
Bradi1g05890	GO:0004672, GO:0004674, GO:0004713, GO:0005524, GO:0006468, GO:0048544
Bradi1g05895	GO:0005515
Bradi1g05900	GO:0004298, GO:0005839, GO:0051603
Bradi1g05910	GO:0045735
Bradi1g05920	GO:0046856
Bradi1g05930	GO:0004672, GO:0005524, GO:0006468
Bradi1g05941	GO:0045735
Bradi1g05950	GO:0004672, GO:0005524, GO:0006468
Bradi1g05960	GO:0005515
Bradi1g05970	
Bradi1g05980	GO:0000786, GO:0003677, GO:0005634, GO:0046982
Bradi1g05983	
Bradi1g05987	
Bradi1g05990	GO:0009055
Bradi1g06002	GO:0003677, GO:0008270
Bradi1g06010	GO:0009055
Bradi1g06020	GO:0009055
Bradi1g06030	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114,  GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi1g06036	GO:0003677, GO:0008270
Bradi1g06050	GO:0004553, GO:0005975
Bradi1g06060	GO:0003677, GO:0006260
Bradi1g06070	GO:0005515
Bradi1g06080	GO:0004222, GO:0006508
Bradi1g06090	
Bradi1g06095	GO:0006412
Bradi1g06100	GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468
Bradi1g06110	GO:0006810, GO:0016021, GO:0016192
Bradi1g06122	
Bradi1g06130	GO:0009055
Bradi1g06140	GO:0009055
Bradi1g06150	GO:0003677, GO:0008270
Bradi1g06160	GO:0003824, GO:0005506, GO:0009055, GO:0016491, GO:0016614, GO:0046872, GO:0050660, GO:0051536, GO:0055114,  GO:0003824, GO:0005506, GO:0016491, GO:0016614, GO:0046872, GO:0050660, GO:0055114,  GO:0003824, GO:0005506, GO:0016491, GO:0016614, GO:0050660, GO:0055114,  GO:0003824, GO:0009055, GO:0016491, GO:0016614, GO:0046872, GO:0050660, GO:0051536, GO:0055114
Bradi1g06177	GO:0003824, GO:0005506, GO:0009055, GO:0016491, GO:0016614, GO:0046872, GO:0050660, GO:0051536, GO:0055114,  GO:0003824, GO:0005506, GO:0016491, GO:0016614, GO:0046872, GO:0050660, GO:0055114
Bradi1g06190	GO:0003677, GO:0008270
Bradi1g06200	GO:0003824, GO:0005506, GO:0009055, GO:0016491, GO:0016614, GO:0046872, GO:0050660, GO:0051536, GO:0055114,  GO:0003824, GO:0005506, GO:0016491, GO:0016614, GO:0046872, GO:0050660, GO:0055114,  GO:0003824, GO:0005506, GO:0016491, GO:0016614, GO:0050660, GO:0055114,  GO:0003824, GO:0009055, GO:0016491, GO:0016614, GO:0046872, GO:0050660, GO:0051536, GO:0055114
Bradi1g06210	GO:0008270
Bradi1g06220	GO:0000166, GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi1g06222	
Bradi1g06225	
Bradi1g06230	
Bradi1g06235	GO:0003677
Bradi1g06241	GO:0008152, GO:0016787
Bradi1g06250	
Bradi1g06260	
Bradi1g06270	GO:0004672, GO:0004713, GO:0005509, GO:0005524, GO:0006468
Bradi1g06280	GO:0004672, GO:0004674, GO:0004713, GO:0005524, GO:0006468, GO:0048544
Bradi1g06290	
Bradi1g06300	GO:0004672, GO:0004713, GO:0005509, GO:0005524, GO:0006468
Bradi1g06310	
Bradi1g06320	
Bradi1g06330	GO:0005515, GO:0008270
Bradi1g06340	GO:0006457, GO:0031072, GO:0051082
Bradi1g06350	GO:0005515
Bradi1g06360	
Bradi1g06366	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi1g06372	GO:0005515, GO:0016020, GO:0016192
Bradi1g06376	
Bradi1g06380	GO:0005515
Bradi1g06387	GO:0006511, GO:0031625
Bradi1g06400	
Bradi1g06410	GO:0003676, GO:0003677, GO:0003917, GO:0006265, GO:0008270
Bradi1g06420	GO:0003676, GO:0046872
Bradi1g06422	
Bradi1g06425	
Bradi1g06430	GO:0003824, GO:0010181, GO:0016491, GO:0055114
Bradi1g06440	
Bradi1g06452	GO:0005515
Bradi1g06460	
Bradi1g06470	GO:0016020
Bradi1g06480	GO:0005634, GO:0008270
Bradi1g06490	GO:0003690, GO:0005739, GO:0006355
Bradi1g06495	
Bradi1g06511	GO:0005737, GO:0017089, GO:0046836, GO:0051861
Bradi1g06520	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi1g06530	GO:0005488, GO:0006402, GO:0030014
Bradi1g06540	GO:0016491, GO:0055114
Bradi1g06550	
Bradi1g06560	GO:0016757
Bradi1g06570	
Bradi1g06580	
Bradi1g06590	
Bradi1g06601	
Bradi1g06610	GO:0006629, GO:0008152
Bradi1g06615	
Bradi1g06620	GO:0016491, GO:0055114
Bradi1g06630	GO:0006810, GO:0008565, GO:0015031
Bradi1g06637	
Bradi1g06639	
Bradi1g06640	
Bradi1g06650	GO:0005515
Bradi1g06660	
Bradi1g06665	
Bradi1g06670	GO:0046983
Bradi1g06677	
Bradi1g06684	
Bradi1g06691	
Bradi1g06696	
Bradi1g06700	
Bradi1g06710	
Bradi1g06720	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi1g06730	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi1g06740	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi1g06750	GO:0004751, GO:0009052
Bradi1g06760	
Bradi1g06766	GO:0005515
Bradi1g06772	GO:0005525
Bradi1g06780	GO:0006480, GO:0008168
Bradi1g06790	GO:0005506, GO:0006633, GO:0009058, GO:0016491, GO:0055114
Bradi1g06800	GO:0000930, GO:0003924, GO:0005200, GO:0005525, GO:0005874, GO:0007017, GO:0007020, GO:0031122, GO:0043234, GO:0051258
Bradi1g06810	GO:0003824, GO:0003938, GO:0006164, GO:0055114
Bradi1g06821	GO:0003779, GO:0005622, GO:0015629, GO:0030042
Bradi1g06830	
Bradi1g06840	
Bradi1g06851	GO:0003746, GO:0003924, GO:0005525, GO:0005737, GO:0006414
Bradi1g06861	GO:0003746, GO:0003924, GO:0005525, GO:0005737, GO:0006414
Bradi1g06864	
Bradi1g06870	GO:0003746, GO:0003924, GO:0005525, GO:0005737, GO:0006414
Bradi1g06880	
Bradi1g06884	GO:0003676, GO:0008270
Bradi1g06890	GO:0009522, GO:0009538, GO:0015979
Bradi1g06900	GO:0005516, GO:0006950
Bradi1g06902	
Bradi1g06904	
Bradi1g06907	GO:0006355, GO:0008270
Bradi1g06917	GO:0016757
Bradi1g06930	
Bradi1g06945	GO:0006506, GO:0016021, GO:0017176
Bradi1g06960	
Bradi1g06970	GO:0003677, GO:0006355
Bradi1g06980	
Bradi1g06990	
Bradi1g06997	
Bradi1g06999	
Bradi1g07001	
Bradi1g07010	GO:0004672, GO:0004713, GO:0005524, GO:0006468,  GO:0004672, GO:0005524, GO:0006468
Bradi1g07020	GO:0006099, GO:0016491, GO:0016627, GO:0022900, GO:0050660, GO:0055114
Bradi1g07027	GO:0005515
Bradi1g07032	GO:0003824, GO:0009058, GO:0030170
Bradi1g07038	
Bradi1g07043	
Bradi1g07051	GO:0004869
Bradi1g07060	
Bradi1g07070	
Bradi1g07080	GO:0005516, GO:0009522, GO:0015979, GO:0042651
Bradi1g07090	GO:0005515
Bradi1g07101	GO:0003824, GO:0005506, GO:0010181, GO:0051536, GO:0055114
Bradi1g07110	GO:0008152, GO:0008168,  GO:0008168
Bradi1g07120	GO:0008168, GO:0032259
Bradi1g07124	
Bradi1g07128	
Bradi1g07133	
Bradi1g07136	
Bradi1g07140	
Bradi1g07150	GO:0016020, GO:0016651, GO:0051539, GO:0055114
Bradi1g07160	GO:0003924, GO:0005200, GO:0005525, GO:0005874, GO:0007017, GO:0043234, GO:0051258
Bradi1g07170	GO:0003824, GO:0003854, GO:0005975, GO:0006108, GO:0006694, GO:0016616, GO:0019752, GO:0030060, GO:0055114
Bradi1g07180	GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468
Bradi1g07190	GO:0003777, GO:0005524, GO:0005871, GO:0007018, GO:0008017
Bradi1g07195	
Bradi1g07200	GO:0004672, GO:0004713, GO:0005524, GO:0006468,  GO:0004672, GO:0005524, GO:0006468
Bradi1g07210	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi1g07220	
Bradi1g07225	
Bradi1g07230	GO:0004129, GO:0005743, GO:0005751
Bradi1g07237	GO:0004672, GO:0004713, GO:0005524, GO:0006468, GO:0030246
Bradi1g07247	GO:0003677, GO:0005634, GO:0006355
Bradi1g07253	
Bradi1g07260	GO:0003677
Bradi1g07270	
Bradi1g07277	
Bradi1g07290	GO:0003677, GO:0003700, GO:0006355, GO:0007275
Bradi1g07300	GO:0000166, GO:0003676
Bradi1g07303	
Bradi1g07306	
Bradi1g07310	GO:0003700, GO:0006355, GO:0043565
Bradi1g07320	
Bradi1g07325	
Bradi1g07330	
Bradi1g07340	
Bradi1g07350	GO:0005509
Bradi1g07360	GO:0005515
Bradi1g07370	GO:0003735, GO:0005840, GO:0006412
Bradi1g07380	
Bradi1g07390	
Bradi1g07400	GO:0004617, GO:0006564, GO:0008152, GO:0016597, GO:0016616, GO:0051287, GO:0055114
Bradi1g07410	GO:0003677, GO:0006904, GO:0016192
Bradi1g07420	
Bradi1g07430	
Bradi1g07441	
Bradi1g07450	GO:0003677
Bradi1g07457	GO:0005515
Bradi1g07463	GO:0003824, GO:0008152
Bradi1g07470	GO:0006662, GO:0015035, GO:0045454
Bradi1g07480	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi1g07490	
Bradi1g07492	GO:0003676, GO:0046872
Bradi1g07495	
Bradi1g07500	
Bradi1g07511	GO:0003677
Bradi1g07520	
Bradi1g07530	GO:0009512
Bradi1g07540	GO:0003824
Bradi1g07550	
Bradi1g07560	GO:0016491
Bradi1g07565	GO:0005643, GO:0006913
Bradi1g07570	GO:0006508, GO:0008236, GO:0016020
Bradi1g07577	
Bradi1g07590	GO:0000226, GO:0000278, GO:0004672, GO:0004713, GO:0005524, GO:0006468, GO:0007049, GO:0007059, GO:0032465
Bradi1g07600	GO:0003677, GO:0006355
Bradi1g07611	
Bradi1g07620	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g07625	
Bradi1g07630	GO:0003677
Bradi1g07635	
Bradi1g07640	GO:0003677, GO:0005515
Bradi1g07650	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g07655	
Bradi1g07660	GO:0003676, GO:0046872
Bradi1g07672	GO:0000166, GO:0004812, GO:0005524, GO:0005737, GO:0006418, GO:0016874
Bradi1g07680	GO:0008080
Bradi1g07686	
Bradi1g07700	GO:0004252, GO:0006508
Bradi1g07710	
Bradi1g07717	GO:0004843,  GO:0004843, GO:0005515,  GO:0004843, GO:0005515, GO:0009055, GO:0020037,  GO:0004843, GO:0005515, GO:0016579, GO:0036459
Bradi1g07737	GO:0008080
Bradi1g07750	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g07760	
Bradi1g07770	
Bradi1g07780	GO:0004601, GO:0006979, GO:0020037, GO:0055114
Bradi1g07790	GO:0004601, GO:0006979, GO:0020037, GO:0055114
Bradi1g07797	
Bradi1g07810	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g07820	GO:0005506, GO:0016491, GO:0016705, GO:0031418, GO:0055114
Bradi1g07830	
Bradi1g07840	GO:0004252, GO:0006508
Bradi1g07850	GO:0005515
Bradi1g07860	GO:0005515
Bradi1g07870	GO:0003824, GO:0004722, GO:0006470
Bradi1g07880	GO:0005515
Bradi1g07885	
Bradi1g07890	
Bradi1g07900	
Bradi1g07910	GO:0003942, GO:0004073, GO:0005737, GO:0008652, GO:0009086, GO:0009088, GO:0009089, GO:0009097, GO:0016620, GO:0046983, GO:0050661, GO:0051287, GO:0055114
Bradi1g07920	
Bradi1g07930	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi1g07936	GO:0046983
Bradi1g07942	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g07950	GO:0000808, GO:0005634, GO:0006260
Bradi1g07960	
Bradi1g07970	GO:0003700, GO:0006355, GO:0043565
Bradi1g07980	
Bradi1g07991	GO:0005515
Bradi1g08000	
Bradi1g08010	GO:0000166, GO:0003777, GO:0005524, GO:0005871, GO:0007018, GO:0008017,  GO:0003777, GO:0005524, GO:0005871, GO:0007018, GO:0008017
Bradi1g08020	GO:0009055, GO:0015035, GO:0045454
Bradi1g08030	GO:0009055
Bradi1g08040	GO:0005515
Bradi1g08060	GO:0005216, GO:0006811, GO:0016020, GO:0055085
Bradi1g08070	GO:0004645, GO:0005975, GO:0008184, GO:0030170,  GO:0005975, GO:0008184
Bradi1g08075	
Bradi1g08080	
Bradi1g08106	GO:0003700, GO:0006355, GO:0043565
Bradi1g08120	GO:0003979, GO:0016616, GO:0051287, GO:0055114
Bradi1g08125	
Bradi1g08130	GO:0004553, GO:0010215, GO:0016049, GO:0030247, GO:0031225
Bradi1g08140	GO:0008152, GO:0016758
Bradi1g08142	
Bradi1g08145	GO:0008152, GO:0016758
Bradi1g08150	GO:0008152, GO:0016758
Bradi1g08157	GO:0008152, GO:0016758
Bradi1g08170	
Bradi1g08177	GO:0008152, GO:0016758
Bradi1g08183	GO:0008152, GO:0016758
Bradi1g08190	GO:0008152, GO:0016758
Bradi1g08201	
Bradi1g08210	
Bradi1g08217	
Bradi1g08230	
Bradi1g08236	
Bradi1g08240	GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468
Bradi1g08245	
Bradi1g08250	
Bradi1g08260	GO:0003735, GO:0005840, GO:0006412, GO:0015934
Bradi1g08270	
Bradi1g08280	GO:0005524, GO:0006810, GO:0016021, GO:0016887, GO:0042626, GO:0055085
Bradi1g08287	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g08290	
Bradi1g08294	GO:0005515
Bradi1g08301	GO:0055085
Bradi1g08310	GO:0004553, GO:0010215, GO:0016049, GO:0030247, GO:0031225
Bradi1g08320	
Bradi1g08326	GO:0003677, GO:0003700, GO:0005634, GO:0006355, GO:0046983
Bradi1g08340	GO:0003677, GO:0003700, GO:0003723, GO:0005634, GO:0006355, GO:0046983
Bradi1g08350	
Bradi1g08357	GO:0006508, GO:0008234
Bradi1g08370	
Bradi1g08380	GO:0000272, GO:0005267, GO:0016020, GO:0071805
Bradi1g08390	GO:0000737, GO:0003677, GO:0003824, GO:0003918, GO:0005524, GO:0005694, GO:0006259, GO:0006265,  GO:0000737, GO:0003677, GO:0003824, GO:0005524, GO:0005694, GO:0006259
Bradi1g08400	GO:0000155, GO:0005515, GO:0006355, GO:0007165, GO:0009584, GO:0009585, GO:0009881, GO:0017006, GO:0018298, GO:0042803,  GO:0000155, GO:0005515, GO:0006355, GO:0007165, GO:0009584, GO:0018298,  GO:0000155, GO:0006355, GO:0007165, GO:0009584, GO:0018298,  GO:0005515, GO:0006355, GO:0009584, GO:0018298
Bradi1g08410	GO:0030001, GO:0046872
Bradi1g08421	GO:0055085
Bradi1g08430	
Bradi1g08440	
Bradi1g08451	GO:0004252, GO:0006508
Bradi1g08460	
Bradi1g08470	GO:0003677, GO:0005515, GO:0006357, GO:0008270, GO:0016573
Bradi1g08480	
Bradi1g08490	
Bradi1g08500	GO:0003777, GO:0003824, GO:0005524, GO:0005871, GO:0006281, GO:0007018, GO:0008017
Bradi1g08510	GO:0005515
Bradi1g08517	GO:0006950
Bradi1g08521	GO:0005515
Bradi1g08525	
Bradi1g08530	GO:0008168
Bradi1g08540	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g08550	GO:0004553, GO:0005975
Bradi1g08560	GO:0004553, GO:0005975
Bradi1g08570	GO:0004553, GO:0005975
Bradi1g08580	GO:0004553, GO:0005975
Bradi1g08587	GO:0008519, GO:0015696, GO:0016020, GO:0072488
Bradi1g08597	GO:0000166, GO:0003676
Bradi1g08607	GO:0003676, GO:0004386, GO:0005524
Bradi1g08620	
Bradi1g08627	
Bradi1g08639	GO:0010181, GO:0016491, GO:0045892
Bradi1g08649	GO:0005515
Bradi1g08660	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g08670	GO:0004252, GO:0006508
Bradi1g08680	GO:0003824, GO:0005975, GO:0030246
Bradi1g08690	GO:0005515, GO:0005634, GO:0008270, GO:0016568
Bradi1g08697	GO:0008152, GO:0008667, GO:0016491, GO:0019290, GO:0055114
Bradi1g08710	GO:0003774, GO:0005515, GO:0005524, GO:0016459, GO:0019825, GO:0020037
Bradi1g08718	GO:0010207
Bradi1g08727	GO:0005515, GO:0008080, GO:0008270,  GO:0005515, GO:0008270
Bradi1g08740	
Bradi1g08745	GO:0005744, GO:0006886, GO:0015450
Bradi1g08750	
Bradi1g08760	
Bradi1g08780	
Bradi1g08790	GO:0006869
Bradi1g08800	
Bradi1g08810	GO:0005515
Bradi1g08820	
Bradi1g08830	GO:0005515
Bradi1g08840	GO:0005515
Bradi1g08847	GO:0016817
Bradi1g08860	GO:0000786, GO:0003677, GO:0046982
Bradi1g08865	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g08870	
Bradi1g08872	
Bradi1g08873	
Bradi1g08875	
Bradi1g08880	GO:0016747
Bradi1g08891	GO:0003700, GO:0005634, GO:0006355, GO:0043565
Bradi1g08900	GO:0006810, GO:0016021
Bradi1g08907	
Bradi1g08917	GO:0005488, GO:0005515
Bradi1g08923	
Bradi1g08930	
Bradi1g08940	GO:0005515
Bradi1g08950	
Bradi1g08960	
Bradi1g08977	GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468,  GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g08982	
Bradi1g08989	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g08995	GO:0030246
Bradi1g09000	GO:0004672, GO:0004713, GO:0005524, GO:0006468, GO:0030246
Bradi1g09010	GO:0004842, GO:0005515, GO:0005634, GO:0006511, GO:0007275, GO:0008270, GO:0016567
Bradi1g09030	GO:0000103, GO:0004781
Bradi1g09042	GO:0005509
Bradi1g09047	
Bradi1g09052	
Bradi1g09057	
Bradi1g09065	GO:0000786, GO:0003677, GO:0005634, GO:0046982
Bradi1g09080	GO:0005515
Bradi1g09090	GO:0005634, GO:0006355
Bradi1g09100	GO:0006886, GO:0006888, GO:0008270, GO:0030127,  GO:0006886, GO:0006888, GO:0030127
Bradi1g09110	GO:0005515, GO:0008270
Bradi1g09120	GO:0003677, GO:0016020, GO:0030001, GO:0046873, GO:0055085
Bradi1g09130	GO:0000160
Bradi1g09133	
Bradi1g09134	
Bradi1g09137	
Bradi1g09140	GO:0005515, GO:0008270, GO:0046872
Bradi1g09150	
Bradi1g09160	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi1g09170	GO:0003700, GO:0006355, GO:0043565
Bradi1g09171	
Bradi1g09173	GO:0003824
Bradi1g09177	GO:0046983
Bradi1g09182	
Bradi1g09187	GO:0003677, GO:0005634, GO:0006302, GO:0006310
Bradi1g09200	GO:0003824
Bradi1g09210	GO:0008612
Bradi1g09216	
Bradi1g09220	
Bradi1g09225	
Bradi1g09230	
Bradi1g09240	
Bradi1g09241	
Bradi1g09243	
Bradi1g09246	GO:0005515
Bradi1g09250	GO:0005515
Bradi1g09260	GO:0005515, GO:0016491, GO:0016702, GO:0046872, GO:0055114,  GO:0016491, GO:0016702, GO:0046872, GO:0055114
Bradi1g09270	GO:0005515, GO:0016491, GO:0016702, GO:0046872, GO:0055114,  GO:0016491, GO:0016702, GO:0046872, GO:0055114
Bradi1g09286	
Bradi1g09292	
Bradi1g09300	GO:0003824, GO:0016740
Bradi1g09310	GO:0005488, GO:0005515, GO:0008144, GO:0016773
Bradi1g09320	GO:0005515
Bradi1g09327	
Bradi1g09340	GO:0003684, GO:0006281
Bradi1g09350	GO:0005524, GO:0010264, GO:0019140
Bradi1g09357	GO:0005515
Bradi1g09369	GO:0016791
Bradi1g09370	GO:0000079, GO:0006355, GO:0019901
Bradi1g09382	
Bradi1g09390	
Bradi1g09400	
Bradi1g09410	
Bradi1g09420	
Bradi1g09432	GO:0015986, GO:0046933
Bradi1g09440	GO:0005515, GO:0016020, GO:0016192
Bradi1g09450	GO:0008168, GO:0031167
Bradi1g09455	
Bradi1g09460	GO:0003824, GO:0004553, GO:0005975
Bradi1g09470	GO:0005515
Bradi1g09480	GO:0008152, GO:0016746
Bradi1g09487	GO:0004867, GO:0009611
Bradi1g09500	GO:0004553, GO:0005975
Bradi1g09507	GO:0003676
Bradi1g09513	
Bradi1g09520	GO:0005515
Bradi1g09525	
Bradi1g09530	GO:0003824, GO:0005515,  GO:0005515
Bradi1g09537	GO:0005978, GO:0008878, GO:0009058, GO:0016779
Bradi1g09550	GO:0003700, GO:0005515, GO:0006355, GO:0008270, GO:0043565
Bradi1g09560	GO:0055085
Bradi1g09570	
Bradi1g09577	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi1g09583	GO:0004867
Bradi1g09590	GO:0003993, GO:0016787, GO:0046872
Bradi1g09600	
Bradi1g09609	
Bradi1g09612	
Bradi1g09614	
Bradi1g09615	GO:0003677,  GO:0003677, GO:0006355
Bradi1g09630	
Bradi1g09634	
Bradi1g09637	
Bradi1g09670	
Bradi1g09680	GO:0003756, GO:0005783, GO:0016671, GO:0055114
Bradi1g09690	GO:0004553, GO:0005618, GO:0005975, GO:0006073, GO:0010411, GO:0016762, GO:0042546, GO:0048046
Bradi1g09700	GO:0004553, GO:0005618, GO:0005975, GO:0006073, GO:0010411, GO:0016762, GO:0042546, GO:0048046
Bradi1g09710	GO:0019288, GO:0046872, GO:0050992, GO:0051745
Bradi1g09720	
Bradi1g09729	GO:0004197, GO:0006508, GO:0008234, GO:0050790
Bradi1g09737	GO:0004197, GO:0006508, GO:0008234, GO:0050790
Bradi1g09750	GO:0004222, GO:0005515, GO:0006508, GO:0007155, GO:0016020
Bradi1g09760	GO:0005516, GO:0009522, GO:0015979, GO:0042651
Bradi1g09770	GO:0008375, GO:0016020
Bradi1g09774	
Bradi1g09777	
Bradi1g09778	
Bradi1g09780	
Bradi1g09790	GO:0005516, GO:0009522, GO:0015979, GO:0042651
Bradi1g09800	GO:0008375, GO:0016020
